home_team,away_team,home_goals,away_goals,date,year,stage,decided_by,home_penalty,away_penalty,stage_order,result,total_goals,goal_diff,btts,attendance
Sweden,Uruguay,3,0,1974-06-23,1974,First round,Normal Time,,,0.0,H,3,3,0,84490.0
Argentina,Haiti,4,1,1974-06-23,1974,First round,Normal Time,,,0.0,H,5,3,1,64100.0
Yugoslavia,West Germany,0,2,1974-06-26,1974,Second round,Normal Time,,,0.0,A,2,-2,0,69000.0
Brazil,Germany Dr,1,0,1974-06-26,1974,Second round,Normal Time,,,0.0,H,1,1,0,52000.0
Sweden,Poland,0,1,1974-06-26,1974,Second round,Normal Time,,,0.0,A,1,-1,0,66000.0
Netherlands,Argentina,4,0,1974-06-26,1974,Second round,Normal Time,,,0.0,H,4,4,0,65000.0
Poland,Yugoslavia,2,1,1974-06-30,1974,Second round,Normal Time,,,0.0,H,3,1,1,52000.0
Argentina,Brazil,1,2,1974-06-30,1974,Second round,Normal Time,,,0.0,A,3,-1,1,48000.0
Germany Dr,Netherlands,0,2,1974-06-30,1974,Second round,Normal Time,,,0.0,A,2,-2,0,72000.0
West Germany,Sweden,4,2,1974-06-30,1974,Second round,Normal Time,,,0.0,H,6,2,1,50000.0
Poland,West Germany,0,1,1974-07-03,1974,Second round,Normal Time,,,0.0,A,1,-1,0,65000.0
Netherlands,Brazil,2,0,1974-07-03,1974,Second round,Normal Time,,,0.0,H,2,2,0,43000.0
Argentina,Germany Dr,1,1,1974-07-03,1974,Second round,Normal Time,,,0.0,D,2,0,1,46000.0
Sweden,Yugoslavia,2,1,1974-07-03,1974,Second round,Normal Time,,,0.0,H,3,1,1,45000.0
Brazil,Poland,0,1,1974-07-06,1974,Third-place match,Normal Time,,,0.0,A,1,-1,0,52000.0
Netherlands,West Germany,1,2,1974-07-07,1974,Final,Normal Time,,,6.0,A,3,-1,1,41000.0
West Germany,Poland,0,0,1978-06-01,1978,First round,Normal Time,,,0.0,D,0,0,0,66000.0
Italy,France,2,1,1978-06-02,1978,First round,Normal Time,,,0.0,H,3,1,1,43000.0
Tunisia,Mexico,3,1,1978-06-02,1978,First round,Normal Time,,,0.0,H,4,2,1,46000.0
Argentina,Hungary,2,1,1978-06-02,1978,First round,Normal Time,,,0.0,H,3,1,1,72000.0
Sweden,Brazil,1,1,1978-06-03,1978,First round,Normal Time,,,0.0,D,2,0,1,45000.0
Austria,Spain,2,1,1978-06-03,1978,First round,Normal Time,,,0.0,H,3,1,1,43000.0
Peru,Scotland,3,1,1978-06-03,1978,First round,Normal Time,,,0.0,H,4,2,1,41000.0
Netherlands,Iran,3,0,1978-06-03,1978,First round,Normal Time,,,0.0,H,3,3,0,50000.0
Italy,Hungary,3,1,1978-06-06,1978,First round,Normal Time,,,0.0,H,4,2,1,65000.0
West Germany,Mexico,6,0,1978-06-06,1978,First round,Normal Time,,,0.0,H,6,6,0,52000.0
Poland,Tunisia,1,0,1978-06-06,1978,First round,Normal Time,,,0.0,H,1,1,0,52000.0
Argentina,France,2,1,1978-06-06,1978,First round,Normal Time,,,0.0,H,3,1,1,38000.0
Austria,Sweden,1,0,1978-06-07,1978,First round,Normal Time,,,0.0,H,1,1,0,66000.0
Brazil,Spain,0,0,1978-06-07,1978,First round,Normal Time,,,0.0,D,0,0,0,48000.0
Netherlands,Peru,0,0,1978-06-07,1978,First round,Normal Time,,,0.0,D,0,0,0,43000.0
Scotland,Iran,1,1,1978-06-07,1978,First round,Normal Time,,,0.0,D,2,0,1,72000.0
France,Hungary,3,1,1978-06-10,1978,First round,Normal Time,,,0.0,H,4,2,1,46000.0
Poland,Mexico,3,1,1978-06-10,1978,First round,Normal Time,,,0.0,H,4,2,1,45000.0
West Germany,Tunisia,0,0,1978-06-10,1978,First round,Normal Time,,,0.0,D,0,0,0,65000.0
Italy,Argentina,1,0,1978-06-10,1978,First round,Normal Time,,,0.0,H,1,1,0,50000.0
Brazil,Austria,1,0,1978-06-11,1978,First round,Normal Time,,,0.0,H,1,1,0,52000.0
Spain,Sweden,1,0,1978-06-11,1978,First round,Normal Time,,,0.0,H,1,1,0,41000.0
Peru,Iran,4,1,1978-06-11,1978,First round,Normal Time,,,0.0,H,5,3,1,66000.0
Scotland,Netherlands,3,2,1978-06-11,1978,First round,Normal Time,,,0.0,H,5,1,1,43000.0
Netherlands,Austria,5,1,1978-06-14,1978,Second round,Normal Time,,,0.0,H,6,4,1,48000.0
